EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0400.250.605,1,2008,47512,MAIN
0400.250.605,1,2008,46412,SECO
0400.250.605,1,2003,52410,MAIN
0400.250.605,1,2003,51410,SECO
0400.251.001,1,2008,93110,MAIN
0400.251.001,1,2008,56102,SECO
0400.251.296,6,2008,43320,MAIN
0400.251.296,1,2008,16230,MAIN
0400.251.296,1,2003,20300,MAIN
0400.251.296,6,2003,45421,MAIN
0400.251.593,6,2008,23700,MAIN
0400.251.593,1,2008,23700,MAIN
0400.251.593,1,2008,8111,SECO
0400.251.593,1,2008,43331,SECO
0400.251.593,1,2003,26700,MAIN
0400.251.593,1,2003,14110,SECO
0400.251.593,1,2003,45431,SECO
0400.251.593,6,2003,26700,MAIN
0400.251.791,1,2008,45201,MAIN
0400.251.791,1,2008,45113,SECO
0400.251.791,1,2003,50200,MAIN
0400.251.791,1,2003,50103,SECO
0400.252.088,6,2008,11070,MAIN
0400.252.088,1,2008,11070,MAIN
0400.252.088,1,2008,46349,SECO
0400.252.088,1,2003,15980,MAIN
0400.252.088,1,2003,51340,SECO
0400.252.088,6,2003,15980,MAIN
0400.252.385,1,2008,13300,MAIN
0400.252.385,1,2003,17300,MAIN
0400.253.969,1,2008,64200,MAIN
0400.253.969,1,2008,68204,SECO
0400.253.969,1,2003,74151,MAIN
0400.254.167,6,2008,64922,MAIN
0400.254.167,6,2003,65222,MAIN
0400.254.464,6,2008,49410,MAIN
0400.254.464,1,2008,49410,MAIN
0400.254.464,1,2003,60242,MAIN
0400.254.464,6,2003,60242,MAIN
0400.254.860,6,2008,13930,MAIN
0400.254.860,1,2008,13930,MAIN
0400.254.860,1,2003,17510,MAIN
0400.254.860,6,2003,17510,MAIN
0400.256.543,6,2008,13300,MAIN
0400.256.543,1,2008,13300,MAIN
0400.256.543,1,2003,17300,MAIN
0400.256.543,6,2003,17300,MAIN
0400.256.840,1,2008,43320,MAIN
0400.256.840,1,2003,52421,MAIN
0400.256.840,1,2003,18222,SECO
0400.256.840,1,2003,71405,SECO
0400.257.236,1,2008,64200,MAIN
0400.257.236,1,2008,46739,SECO
0400.257.236,1,2008,68201,SECO
0400.257.236,1,2003,22220,MAIN
0400.257.830,1,2008,16230,MAIN
0400.257.830,1,2008,13300,SECO
0400.257.830,1,2008,16291,SECO
0400.257.830,1,2008,43320,SECO
0400.257.830,1,2003,20300,MAIN
0400.257.830,1,2003,17300,SECO
0400.257.830,1,2003,20510,SECO
0400.257.830,1,2003,45421,SECO
0400.257.929,1,2008,1630,MAIN
0400.257.929,1,2008,8123,SECO
0400.257.929,1,2008,23321,SECO
0400.257.929,1,2008,68204,SECO
0400.257.929,1,2003,26402,MAIN
0400.258.226,6,2008,11050,MAIN
0400.258.226,1,2008,11050,MAIN
0400.258.226,1,2008,46349,SECO
0400.258.226,1,2008,56309,SECO
0400.258.226,1,2003,15960,MAIN
0400.258.226,1,2003,51340,SECO
0400.258.226,6,2003,15960,MAIN
0400.260.996,1,2008,18120,MAIN
0400.260.996,1,2008,68203,SECO
0400.260.996,1,2003,22220,MAIN
0400.260.996,1,2003,70203,SECO
0400.264.263,1,2008,46731,MAIN
0400.264.263,1,2008,46741,SECO
0400.264.263,1,2003,51532,MAIN
0400.264.263,1,2003,51541,SECO
0400.265.253,1,2008,68311,MAIN
0400.265.253,1,2008,56301,SECO
0400.265.253,1,2008,90042,SECO
0400.266.243,1,2008,68201,MAIN
0400.267.332,1,2008,35140,MAIN
0400.267.332,1,2003,51321,MAIN
0400.267.332,1,2003,15131,SECO
0400.268.025,6,2008,68202,MAIN
0400.268.025,1,2008,68202,MAIN
0400.268.025,1,2003,70111,MAIN
0400.268.025,1,2003,70202,SECO
0400.268.025,6,2003,70202,MAIN
0400.268.421,1,2008,47782,MAIN
0400.268.421,1,2003,52485,MAIN
0400.268.520,1,2008,46732,MAIN
0400.268.520,1,2008,2400,SECO
0400.268.520,1,2008,49410,SECO
0400.268.520,1,2003,51531,MAIN
0400.268.520,1,2003,2020,SECO
0400.268.520,1,2003,60242,SECO
0400.269.510,6,2008,47716,MAIN
0400.269.510,1,2008,46412,MAIN
0400.269.510,1,2008,47512,SECO
0400.269.510,1,2003,51410,MAIN
0400.269.510,1,2003,52410,SECO
0400.269.510,6,2003,52421,MAIN
0400.270.696,6,2008,46720,MAIN
0400.270.696,1,2008,46741,MAIN
0400.270.696,1,2008,25110,SECO
0400.270.696,1,2008,43999,SECO
0400.270.696,1,2008,45194,SECO
0400.270.696,1,2003,51541,MAIN
0400.270.696,1,2003,28110,SECO
0400.270.696,1,2003,45250,SECO
0400.270.696,1,2003,50104,SECO
0400.270.696,6,2003,51520,MAIN
0400.271.290,6,2008,52100,MAIN
0400.271.290,1,2008,52100,MAIN
0400.271.290,1,2003,63121,MAIN
0400.271.290,6,2003,63121,MAIN
0400.271.884,1,2008,45201,MAIN
0400.271.884,1,2008,45113,SECO
0400.271.884,1,2003,50200,MAIN
0400.272.181,6,2008,10410,MAIN
0400.272.181,1,2008,10410,MAIN
0400.272.181,1,2008,10110,SECO
0400.272.181,1,2003,24140,MAIN
0400.272.181,6,2003,24620,MAIN
0400.272.379,6,2008,10712,MAIN
0400.272.379,1,2008,10712,MAIN
0400.272.379,1,2008,47241,SECO
0400.272.379,1,2003,15812,MAIN
0400.272.379,1,2003,52240,SECO
0400.272.379,6,2003,15812,MAIN
0400.274.161,6,2008,66220,MAIN
0400.274.161,6,2003,67201,MAIN
0400.274.755,6,2008,13960,MAIN
0400.274.755,1,2008,13100,MAIN
0400.274.755,1,2003,17170,MAIN
0400.274.755,6,2003,17540,MAIN
0400.276.339,6,2008,43341,MAIN
0400.276.339,1,2008,43341,MAIN
0400.276.339,1,2008,43310,SECO
0400.276.339,1,2008,43331,SECO
0400.276.339,1,2008,43332,SECO
0400.276.339,1,2008,43333,SECO
0400.276.339,1,2008,43390,SECO
0400.276.339,1,2003,45441,MAIN
0400.276.339,6,2003,45441,MAIN
0400.276.735,6,2008,28291,MAIN
0400.276.735,1,2008,46900,MAIN
0400.276.735,1,2008,28293,SECO
0400.276.735,1,2008,46741,SECO
0400.276.735,1,2008,77110,SECO
0400.276.735,1,2008,77291,SECO
0400.276.735,1,2003,51900,MAIN
0400.276.735,1,2003,29243,SECO
0400.276.735,1,2003,51541,SECO
0400.276.735,1,2003,71100,SECO
0400.276.735,1,2003,71401,SECO
0400.276.735,6,2003,29241,MAIN
0400.277.329,1,2008,46732,MAIN
0400.277.329,1,2008,16100,SECO
0400.277.329,1,2003,51531,MAIN
0400.277.329,1,2003,20101,SECO
0400.278.715,6,2008,14130,MAIN
0400.278.715,1,2008,46423,MAIN
0400.278.715,1,2003,51421,MAIN
0400.278.715,6,2003,18221,MAIN
0400.278.913,6,2008,49390,MAIN
0400.278.913,1,2008,49390,MAIN
0400.278.913,1,2008,49310,SECO
0400.278.913,1,2003,60230,MAIN
0400.278.913,1,2003,60211,SECO
0400.278.913,6,2003,60230,MAIN
0400.279.309,1,2008,23700,MAIN
0400.279.309,1,2008,43332,SECO
0400.279.309,1,2003,26700,MAIN
0400.279.309,1,2003,45432,SECO
0400.281.485,1,2008,68100,MAIN
0400.281.485,1,2008,41101,SECO
0400.281.485,1,2008,41102,SECO
0400.281.485,1,2008,64200,SECO
0400.281.485,1,2003,74142,MAIN
0400.281.881,6,2008,46741,MAIN
0400.281.881,1,2008,46741,MAIN
0400.281.881,1,2008,47521,SECO
0400.281.881,1,2008,47592,SECO
0400.281.881,1,2003,51541,MAIN
0400.281.881,1,2003,52442,SECO
0400.281.881,1,2003,52461,SECO
0400.281.881,6,2003,51541,MAIN
0400.282.277,6,2008,64921,MAIN
0400.282.277,1,2008,66199,MAIN
0400.282.277,1,2008,47112,SECO
0400.282.277,1,2003,52112,MAIN
0400.282.277,6,2003,65221,MAIN
0400.282.475,6,2008,46331,MAIN
0400.282.475,1,2008,46331,MAIN
0400.282.475,1,2003,51331,MAIN
0400.282.475,6,2003,51331,MAIN
0400.282.574,6,2008,33110,MAIN
0400.282.574,1,2008,29201,MAIN
0400.282.574,1,2008,29202,SECO
0400.282.574,1,2008,33110,SECO
0400.282.574,1,2008,45194,SECO
0400.282.574,1,2003,50200,MAIN
0400.282.574,1,2003,34201,SECO
0400.282.574,1,2003,50104,SECO
0400.282.574,6,2003,34201,MAIN
0400.282.871,6,2008,71111,MAIN
0400.282.871,1,2008,31091,MAIN
0400.282.871,1,2003,36141,MAIN
0400.282.871,6,2003,74201,MAIN
0400.282.970,1,2008,68100,MAIN
0400.282.970,1,2008,68201,SECO
0400.282.970,1,2008,68203,SECO
0400.282.970,1,2003,35500,MAIN
0400.283.465,6,2008,52241,MAIN
0400.283.465,1,2008,62090,MAIN
0400.283.465,1,2008,62010,SECO
0400.283.465,1,2008,62020,SECO
0400.283.465,1,2008,70220,SECO
0400.283.465,1,2008,77330,SECO
0400.283.465,1,2003,20400,MAIN
0400.283.465,6,2003,63111,MAIN
0400.283.663,1,2008,43299,MAIN
0400.283.663,1,2003,28120,MAIN
0400.283.960,6,2008,49410,MAIN
0400.283.960,1,2008,49410,MAIN
0400.283.960,1,2008,16230,SECO
0400.283.960,1,2008,49420,SECO
0400.283.960,1,2008,77120,SECO
0400.283.960,1,2003,60242,MAIN
0400.283.960,1,2003,20300,SECO
0400.283.960,1,2003,60241,SECO
0400.283.960,1,2003,71210,SECO
0400.283.960,6,2003,60242,MAIN
0400.284.059,1,2008,70220,MAIN
0400.284.059,1,2008,70100,SECO
0400.284.059,1,2003,74879,MAIN
0400.285.049,1,2008,68204,MAIN
0400.285.049,1,2008,68201,SECO
0400.285.049,1,2008,68203,SECO
0400.285.049,1,2008,70220,SECO
0400.285.049,1,2003,51510,MAIN
0400.285.049,1,2003,50500,SECO
0400.285.049,1,2003,52481,SECO
0400.285.049,1,2003,74700,SECO
0400.286.237,1,2008,46731,MAIN
0400.286.237,1,2003,51532,MAIN
0400.288.316,6,2008,45113,MAIN
0400.288.316,1,2008,45113,MAIN
0400.288.316,1,2008,45201,SECO
0400.288.316,1,2003,50103,MAIN
0400.288.316,1,2003,50200,SECO
0400.288.316,6,2003,50200,MAIN
0400.288.712,1,2008,68100,MAIN
0400.288.712,1,2003,51520,MAIN
0400.289.108,6,2008,43343,MAIN
0400.289.108,1,2008,43343,MAIN
0400.289.108,1,2008,23110,SECO
0400.289.108,1,2003,45442,MAIN
0400.289.108,1,2003,26110,SECO
0400.289.108,6,2003,45442,MAIN
0400.289.801,6,2008,13930,MAIN
0400.289.801,1,2008,13930,MAIN
0400.289.801,1,2003,17510,MAIN
0400.289.801,6,2003,17510,MAIN
0400.290.492,6,2008,31030,MAIN
0400.290.492,1,2008,31030,MAIN
0400.290.492,1,2003,36150,MAIN
0400.290.492,6,2003,36150,MAIN
0400.290.987,1,2008,20200,MAIN
0400.290.987,1,2008,46751,SECO
0400.290.987,1,2008,46769,SECO
0400.290.987,1,2008,47761,SECO
0400.290.987,1,2003,24200,MAIN
0400.290.987,1,2003,51550,SECO
0400.290.987,1,2003,51562,SECO
0400.290.987,1,2003,52483,SECO
0400.291.878,6,2008,25110,MAIN
0400.291.878,1,2008,43320,MAIN
0400.291.878,1,2008,25120,SECO
0400.291.878,1,2003,45422,MAIN
0400.291.878,1,2003,28120,SECO
0400.291.878,6,2003,28110,MAIN
0400.292.967,6,2008,46460,MAIN
0400.292.967,1,2008,22290,MAIN
0400.292.967,1,2008,46460,SECO
0400.292.967,1,2003,25240,MAIN
0400.292.967,1,2003,51460,SECO
0400.292.967,6,2003,51460,MAIN
0400.296.036,1,2008,35110,MAIN
0400.296.036,1,2008,68311,SECO
0400.296.036,1,2008,77299,SECO
0400.296.036,1,2003,92130,MAIN
0400.296.531,6,2008,46412,MAIN
0400.296.531,1,2008,13100,MAIN
0400.296.531,1,2008,46412,SECO
0400.296.531,1,2003,17110,MAIN
0400.296.531,1,2003,51410,SECO
0400.296.531,6,2003,51410,MAIN
0400.296.828,6,2008,46751,MAIN
0400.296.828,1,2008,20150,MAIN
0400.296.828,1,2003,24151,MAIN
0400.296.828,6,2003,51550,MAIN
0400.297.521,6,2008,46736,MAIN
0400.297.521,1,2008,46736,MAIN
0400.297.521,1,2003,26220,MAIN
0400.297.521,6,2003,28752,MAIN
0400.297.917,1,2008,43222,MAIN
0400.297.917,1,2003,45331,MAIN
0400.298.214,6,2008,45201,MAIN
0400.298.214,1,2008,45201,MAIN
0400.298.214,1,2008,45113,SECO
0400.298.214,1,2003,50200,MAIN
0400.298.214,1,2003,50103,SECO
0400.298.214,6,2003,50200,MAIN
0400.298.610,1,2008,82990,MAIN
0400.298.610,1,2003,74121,MAIN
0400.299.501,6,2008,28940,MAIN
0400.299.501,1,2008,28940,MAIN
0400.299.501,1,2003,29540,MAIN
0400.299.501,6,2003,29540,MAIN
0400.299.796,6,2008,66220,MAIN
0400.299.796,1,2008,66290,MAIN
0400.299.796,6,2003,67201,MAIN
0400.299.895,6,2008,47716,MAIN
0400.299.895,1,2008,47716,MAIN
0400.299.895,1,2003,52421,MAIN
0400.299.895,6,2003,52421,MAIN
0400.299.994,6,2008,47111,MAIN
0400.299.994,1,2008,46389,MAIN
0400.299.994,1,2003,15890,MAIN
0400.299.994,6,2003,52111,MAIN
0400.300.192,6,2008,47114,MAIN
0400.300.192,1,2008,47112,MAIN
0400.300.192,1,2003,52112,MAIN
0400.300.192,6,2003,52114,MAIN
0400.300.489,1,2008,68203,MAIN
0400.300.489,1,2008,68100,SECO
0400.301.281,1,2008,47783,MAIN
0400.301.281,1,2003,52491,MAIN
0400.301.776,1,2008,15110,MAIN
0400.301.776,1,2003,19100,MAIN
0400.301.875,6,2008,45191,MAIN
0400.301.875,1,2008,45113,MAIN
0400.301.875,1,2008,45191,SECO
0400.301.875,1,2008,45194,SECO
0400.301.875,1,2008,46620,SECO
0400.301.875,1,2008,46630,SECO
0400.301.875,1,2008,46772,SECO
0400.301.875,1,2003,51570,MAIN
0400.301.875,1,2003,51810,SECO
0400.301.875,1,2003,51820,SECO
0400.301.875,6,2003,50101,MAIN
0400.302.370,1,2008,23321,MAIN
0400.302.370,1,2003,26402,MAIN
0400.302.469,6,2008,56301,MAIN
0400.302.469,1,2008,56301,MAIN
0400.302.469,1,2003,55401,MAIN
0400.302.964,1,2008,47591,MAIN
0400.302.964,1,2003,52441,MAIN
0400.304.053,1,2008,41102,SECO
0400.304.053,1,2008,68100,SECO
0400.304.053,1,2003,36141,MAIN
0400.304.053,1,2003,51471,SECO
0400.304.053,1,2003,52441,SECO
0400.304.053,1,2003,70311,SECO
0400.304.053,1,2003,70322,SECO
0400.306.033,1,2008,43299,MAIN
0400.306.033,1,2003,45340,MAIN
0400.306.726,6,2008,25739,MAIN
0400.306.726,1,2008,25739,MAIN
0400.306.726,1,2003,28620,MAIN
0400.306.726,6,2003,28620,MAIN
0400.308.013,6,2008,68203,MAIN
0400.308.013,6,2003,17300,MAIN
0400.308.706,1,2008,62020,MAIN
0400.308.706,1,2008,46772,SECO
0400.308.706,1,2008,62010,SECO
0400.308.706,1,2008,62090,SECO
0400.308.706,1,2008,63110,SECO
0400.308.706,1,2008,63990,SECO
0400.308.706,1,2003,51570,MAIN
0400.308.805,6,2008,23610,MAIN
0400.308.805,1,2008,23610,MAIN
0400.308.805,1,2008,46130,SECO
0400.308.805,1,2003,45211,MAIN
0400.308.805,1,2003,51130,SECO
0400.308.805,6,2003,26610,MAIN
0400.309.397,1,2008,46741,MAIN
0400.309.397,1,2003,51541,MAIN
0400.310.387,6,2008,13960,MAIN
0400.310.387,1,2008,13100,MAIN
0400.310.387,1,2003,17170,MAIN
0400.310.387,6,2003,17540,MAIN
0400.310.783,6,2008,47512,MAIN
0400.310.783,1,2008,47716,MAIN
0400.310.783,1,2008,47512,SECO
0400.310.783,1,2008,47714,SECO
0400.310.783,1,2003,52421,MAIN
0400.310.783,1,2003,52410,SECO
0400.310.783,1,2003,52425,SECO
0400.310.783,6,2003,52410,MAIN
0400.310.882,1,2008,25999,MAIN
0400.310.882,1,2008,25210,SECO
0400.310.882,1,2003,28755,MAIN
0400.310.882,1,2003,28220,SECO
0400.311.179,6,2008,49390,MAIN
0400.311.179,1,2008,49390,MAIN
0400.311.179,1,2003,60230,MAIN
0400.311.179,6,2003,60230,MAIN
0400.311.476,6,2008,13960,MAIN
0400.311.476,1,2008,13100,MAIN
0400.311.476,1,2003,17170,MAIN
0400.311.476,6,2003,17540,MAIN
0400.311.674,6,2008,22220,MAIN
0400.311.674,1,2008,22210,MAIN
0400.311.674,1,2003,25210,MAIN
0400.311.674,6,2003,25220,MAIN
0400.311.773,1,2008,28300,MAIN
0400.311.773,1,2003,29321,MAIN
0400.312.763,1,2008,68203,MAIN
0400.312.763,1,2003,70203,MAIN
0400.313.852,6,2008,70100,MAIN
0400.313.852,1,2008,64200,MAIN
0400.313.852,1,2003,65231,MAIN
0400.313.852,6,2003,21210,MAIN
0400.314.842,1,2008,70220,MAIN
0400.314.842,1,2008,82990,SECO
0400.314.842,1,2003,15980,MAIN
0400.314.842,1,2003,51340,SECO
0400.314.842,1,2003,52250,SECO
0400.318.109,1,2008,68201,MAIN
0400.318.109,1,2008,68100,SECO
0400.318.109,1,2008,68203,SECO
0400.318.109,1,2003,50101,MAIN
0400.318.109,1,2003,50200,SECO
0400.318.109,1,2003,50301,SECO
0400.318.208,6,2008,22290,MAIN
0400.318.208,1,2008,22290,MAIN
0400.318.208,1,2008,22210,SECO
0400.318.208,1,2003,25240,MAIN
0400.318.208,1,2003,25210,SECO
0400.318.208,6,2003,25240,MAIN
0400.318.406,6,2008,45201,MAIN
0400.318.406,1,2008,45194,MAIN
0400.318.406,1,2003,50104,MAIN
0400.318.406,6,2003,50200,MAIN
0400.320.186,1,2008,46772,MAIN
0400.320.186,1,2003,51570,MAIN
0400.320.384,1,2008,41101,MAIN
0400.320.384,1,2008,13300,SECO
0400.320.384,1,2008,14130,SECO
0400.320.384,1,2003,17300,MAIN
0400.320.384,1,2003,18221,SECO
0400.320.879,1,2008,20150,MAIN
0400.320.879,1,2008,46216,SECO
0400.320.879,1,2008,47990,SECO
0400.320.879,1,2003,24151,MAIN
0400.320.879,1,2003,51210,SECO
0400.320.879,1,2003,52630,SECO
0400.320.978,6,2008,46731,MAIN
0400.320.978,1,2008,46739,MAIN
0400.320.978,1,2003,51532,MAIN
0400.320.978,6,2003,51532,MAIN
0400.323.156,6,2008,47712,MAIN
0400.323.156,1,2008,47716,MAIN
0400.323.156,1,2003,52421,MAIN
0400.323.156,6,2003,52422,MAIN
0400.323.255,1,2008,47787,MAIN
0400.323.255,1,2008,41101,SECO
0400.323.255,1,2003,70111,MAIN
0400.323.354,6,2008,11050,MAIN
0400.323.354,1,2008,11050,MAIN
0400.323.354,1,2003,15960,MAIN
0400.323.354,6,2003,15960,MAIN
0400.326.423,6,2008,13960,MAIN
0400.326.423,1,2008,13100,MAIN
0400.326.423,1,2003,17170,MAIN
0400.327.413,6,2008,45113,MAIN
0400.327.413,1,2008,45113,MAIN
0400.327.413,1,2008,45111,SECO
0400.327.413,1,2008,45112,SECO
0400.327.413,1,2008,45201,SECO
0400.327.413,1,2008,45203,SECO
0400.327.413,1,2008,45204,SECO
0400.327.413,1,2008,45310,SECO
0400.327.413,1,2008,45320,SECO
0400.327.413,1,2008,45402,SECO
0400.327.413,1,2008,47300,SECO
0400.327.413,1,2008,77110,SECO
0400.327.413,1,2003,50102,MAIN
0400.327.413,1,2003,50200,SECO
0400.327.413,1,2003,50302,SECO
0400.327.413,1,2003,50400,SECO
0400.327.413,1,2003,50500,SECO
0400.327.413,6,2003,50103,MAIN
0400.328.502,1,2008,46732,MAIN
0400.328.502,1,2008,16100,SECO
0400.328.502,1,2003,20101,MAIN
0400.329.094,1,2008,46412,MAIN
0400.329.094,1,2008,47716,SECO
0400.329.094,1,2003,51410,MAIN
0400.329.094,1,2003,52421,SECO
0400.330.084,6,2008,45113,MAIN
0400.330.084,1,2008,45113,MAIN
0400.330.084,1,2008,45201,SECO
0400.330.084,1,2003,50103,MAIN
0400.330.084,1,2003,50200,SECO
0400.330.084,6,2003,50301,MAIN
0400.330.282,6,2008,21201,MAIN
0400.330.282,1,2008,21209,MAIN
0400.330.282,1,2003,85141,MAIN
0400.330.282,6,2003,24421,MAIN
0400.330.480,1,2008,68201,MAIN
0400.330.480,1,2003,60211,MAIN
0400.331.173,6,2008,23700,MAIN
0400.331.173,1,2008,23700,MAIN
0400.331.173,1,2008,8111,SECO
0400.331.173,1,2008,43331,SECO
0400.331.173,1,2003,26700,MAIN
0400.331.173,1,2003,14110,SECO
0400.331.173,1,2003,45431,SECO
0400.331.173,6,2003,26700,MAIN
0400.332.460,6,2008,10410,MAIN
0400.332.460,1,2008,10410,MAIN
0400.332.460,1,2008,10110,SECO
0400.332.460,1,2003,15412,MAIN
0400.332.460,1,2003,15111,SECO
0400.332.460,6,2003,15131,MAIN
0400.333.252,1,2008,70210,MAIN
0400.334.242,1,2008,47781,MAIN
0400.334.242,1,2003,52481,MAIN
0400.335.925,6,2008,10720,MAIN
0400.335.925,1,2008,10720,MAIN
0400.335.925,1,2008,52249,SECO
0400.335.925,1,2003,15820,MAIN
0400.335.925,1,2003,63112,SECO
0400.335.925,6,2003,15820,MAIN
0400.338.992,6,2008,47540,MAIN
0400.338.992,1,2008,27510,MAIN
0400.338.992,1,2003,29710,MAIN
0400.338.992,6,2003,52450,MAIN
0400.344.734,1,2008,17120,MAIN
0400.344.734,1,2003,21121,MAIN
0400.345.328,1,2008,46497,MAIN
0400.345.328,1,2008,46496,SECO
0400.345.328,1,2003,51475,MAIN
0400.345.328,1,2003,51476,SECO
0400.346.714,1,2008,69202,MAIN
0400.346.714,1,2003,74121,MAIN
0400.346.912,1,2008,24100,MAIN
0400.346.912,1,2003,27100,MAIN
0400.347.407,6,2008,47591,MAIN
0400.347.407,1,2008,16100,MAIN
0400.347.407,1,2008,47591,SECO
0400.347.407,1,2003,20101,MAIN
0400.347.407,1,2003,52441,SECO
0400.347.407,6,2003,52441,MAIN
0400.347.506,1,2008,24510,MAIN
0400.347.506,1,2003,27510,MAIN
0400.348.001,1,2008,41101,MAIN
0400.348.001,1,2003,70111,MAIN
0400.348.296,6,2008,1500,MAIN
0400.348.296,1,2008,1110,MAIN
0400.348.296,1,2003,1110,MAIN
0400.348.296,6,2003,1300,MAIN
0400.349.682,6,2008,46741,MAIN
0400.349.682,1,2008,46610,MAIN
0400.349.682,1,2008,46620,SECO
0400.349.682,1,2003,28741,MAIN
0400.349.682,1,2003,29420,SECO
0400.349.682,6,2003,51541,MAIN
0400.350.276,1,2008,46170,MAIN
0400.350.276,1,2008,68201,SECO
0400.350.276,1,2008,77293,SECO
0400.350.276,1,2003,51170,MAIN
0400.350.276,1,2003,70201,SECO
0400.350.276,1,2003,71404,SECO
0400.354.137,1,2008,47716,MAIN
0400.354.137,1,2008,47711,SECO
0400.354.137,1,2008,47712,SECO
0400.354.137,1,2003,52421,MAIN
0400.354.137,1,2003,52422,SECO
0400.354.137,1,2003,52423,SECO
0400.354.731,1,2008,45111,MAIN
0400.354.731,1,2008,29100,SECO
0400.354.731,1,2008,45113,SECO
0400.354.731,1,2008,45310,SECO
0400.354.731,1,2003,34100,MAIN
0400.355.226,6,2008,20130,MAIN
0400.355.226,1,2008,20110,MAIN
0400.355.226,1,2003,24110,MAIN
0400.355.226,6,2003,24130,MAIN
0400.356.117,6,2008,47650,MAIN
0400.356.117,1,2008,68201,MAIN
0400.356.117,1,2008,47650,SECO
0400.356.117,1,2008,64200,SECO
0400.356.117,1,2008,70220,SECO
0400.356.117,1,2003,52489,MAIN
0400.356.117,6,2003,52489,MAIN
0400.356.909,6,2008,45113,MAIN
0400.356.909,1,2008,45113,MAIN
0400.356.909,1,2008,45111,SECO
0400.356.909,1,2008,45204,SECO
0400.356.909,1,2008,45320,SECO
0400.356.909,1,2003,50200,MAIN
0400.356.909,6,2003,50200,MAIN
0400.357.305,6,2008,28990,MAIN
0400.357.305,1,2008,28230,MAIN
0400.357.305,1,2008,46660,SECO
0400.357.305,1,2003,29561,MAIN
0400.357.305,1,2003,51850,SECO
0400.357.305,6,2003,29561,MAIN
0400.357.701,6,2008,42110,MAIN
0400.357.701,1,2008,43120,MAIN
0400.357.701,1,2008,42110,SECO
0400.357.701,1,2003,45112,MAIN
0400.357.701,1,2003,45230,SECO
0400.357.701,6,2003,45230,MAIN
0400.358.194,6,2008,45310,MAIN
0400.358.194,1,2008,45310,MAIN
0400.358.194,1,2003,31400,MAIN
0400.358.194,1,2003,50301,SECO
0400.358.194,6,2003,50301,MAIN
0400.358.293,6,2008,28150,MAIN
0400.358.293,1,2008,28150,MAIN
0400.358.293,1,2008,25620,SECO
0400.358.293,1,2003,28520,MAIN
0400.358.293,6,2003,29142,MAIN
0400.359.184,6,2008,47591,MAIN
0400.359.184,1,2008,41101,MAIN
0400.359.184,1,2008,47591,SECO
0400.359.184,1,2003,70111,MAIN
0400.359.184,1,2003,52441,SECO
0400.359.184,6,2003,52441,MAIN
0400.359.283,6,2008,64921,MAIN
0400.359.283,1,2008,64921,MAIN
0400.359.283,1,2008,66220,SECO
0400.359.283,1,2003,74142,MAIN
0400.359.283,1,2003,67201,SECO
0400.359.283,6,2003,65221,MAIN
0400.359.481,6,2008,33110,MAIN
0400.359.481,1,2008,30990,MAIN
0400.359.481,1,2003,35500,MAIN
0400.359.481,6,2003,29520,MAIN
0400.361.263,6,2008,43291,MAIN
0400.361.263,1,2008,46190,MAIN
0400.361.263,1,2008,43310,SECO
0400.361.263,1,2003,45410,MAIN
0400.361.263,6,2003,45320,MAIN
0400.361.659,6,2008,68202,MAIN
0400.361.659,1,2008,68321,MAIN
0400.361.659,1,2008,68202,SECO
0400.361.659,6,2003,70202,MAIN
0400.361.956,6,2008,68202,MAIN
0400.361.956,1,2008,41102,MAIN
0400.361.956,1,2008,68202,SECO
0400.361.956,1,2003,70113,MAIN
0400.361.956,1,2003,70202,SECO
0400.361.956,6,2003,70202,MAIN
0400.363.639,6,2008,68202,MAIN
0400.363.639,1,2008,68202,MAIN
0400.363.639,1,2008,41101,SECO
0400.363.639,1,2003,70111,MAIN
0400.363.639,6,2003,70202,MAIN
0400.366.114,6,2008,51100,MAIN
0400.366.114,1,2008,52230,MAIN
0400.366.114,1,2008,51100,SECO
0400.366.114,1,2008,68203,SECO
0400.366.114,1,2003,71230,MAIN
0400.366.114,6,2003,62200,MAIN
0400.367.401,1,2008,68201,MAIN
0400.367.401,1,2008,55900,SECO
0400.367.401,1,2008,68100,SECO
0400.367.401,1,2008,68203,SECO
0400.367.401,1,2008,82990,SECO
0400.367.401,1,2003,74142,MAIN
0400.370.072,6,2008,10712,MAIN
0400.370.072,1,2008,10712,MAIN
0400.370.072,1,2008,10820,SECO
0400.370.072,1,2003,15812,MAIN
0400.370.072,1,2003,15840,SECO
0400.370.072,6,2003,15812,MAIN
0400.371.161,6,2008,94999,MAIN
0400.371.161,1,2008,11020,MAIN
0400.371.161,1,2008,10610,SECO
0400.371.161,1,2003,15930,MAIN
0400.371.161,1,2003,15610,SECO
0400.371.161,6,2003,91330,MAIN
0400.371.656,1,2008,41101,MAIN
0400.371.656,1,2003,50103,MAIN
0400.371.656,1,2003,50200,SECO
0400.371.755,1,2008,66199,MAIN
0400.374.725,6,2008,68203,MAIN
0400.374.725,1,2008,46180,MAIN
0400.374.725,1,2003,51180,MAIN
0400.376.111,6,2008,23610,MAIN
0400.376.111,1,2008,23610,MAIN
0400.376.111,1,2008,46731,SECO
0400.376.111,1,2003,51532,MAIN
0400.376.111,6,2003,26610,MAIN
0400.376.606,1,2008,70220,MAIN
0400.376.606,1,2003,21122,MAIN
