EstablishmentNumber,StartDate,EnterpriseNumber
2.001.589.357,01-09-1967,0403.029.753
2.001.589.555,01-10-1967,0402.624.234
2.001.589.753,01-11-1967,0401.019.972
2.001.590.149,01-12-1967,0721.288.634
2.001.590.248,01-01-1986,0721.288.634
2.001.591.040,28-03-1977,0528.097.296
2.001.591.832,01-12-1967,0401.967.208
2.001.593.911,01-10-1967,0401.998.979
2.001.594.208,01-11-1967,0403.327.879
2.001.596.483,01-10-1967,0403.843.167
2.001.596.582,22-08-2001,0403.843.167
2.001.597.572,01-12-1967,0403.990.548
2.001.598.562,29-12-1999,0403.706.278
2.001.598.661,01-11-1967,0406.550.061
2.001.598.859,01-09-1971,0632.347.552
2.001.599.354,14-03-2002,0406.552.536
2.001.600.938,01-12-1967,0401.529.817
2.001.602.027,01-12-1977,0626.323.555
2.001.603.314,01-12-1967,0621.404.467
2.001.603.413,05-03-1991,0621.404.467
2.001.605.589,01-10-1967,0405.502.461
2.001.605.886,01-12-1967,0596.196.840
2.001.606.975,01-12-1967,0400.362.847
2.001.608.361,01-01-1968,0800.293.946
2.001.608.559,01-01-1955,0400.290.492
2.001.608.856,01-12-1967,0405.366.364
2.001.610.143,01-01-1974,0601.014.770
2.001.610.341,01-10-1967,0401.451.623
2.001.610.737,01-12-1967,0619.207.517
2.001.611.727,23-04-1977,0718.131.481
2.001.612.024,01-12-1967,0405.170.879
2.001.612.321,15-10-1982,0648.229.818
2.001.612.618,01-11-1967,0403.579.584
2.001.613.608,01-12-1967,0403.134.077
2.001.613.806,01-11-1967,0403.212.964
2.001.614.202,01-11-1967,0402.739.644
2.001.614.301,24-09-1991,0402.739.644
2.001.614.992,01-12-1967,0401.050.557
2.001.615.388,01-01-1968,0401.042.540
2.001.615.982,01-12-1967,0400.795.288
2.001.617.665,01-12-1967,0501.149.510
2.001.617.764,01-01-1968,0413.564.943
2.001.617.863,01-01-1968,0413.564.943
2.001.618.655,17-11-1967,0404.286.201
2.001.618.952,01-01-1968,0774.239.647
2.001.619.843,01-11-1974,0403.953.530
2.001.619.942,01-07-1967,0403.953.530
2.001.620.041,01-07-1967,0403.953.530
2.001.620.140,17-07-1995,0652.355.880
2.001.620.239,05-05-1987,0652.355.880
2.001.620.338,05-05-1987,0652.355.880
2.001.620.635,01-12-1967,0402.438.449
2.001.621.130,01-01-1968,0604.122.037
2.001.621.229,01-10-1967,0403.885.927
2.001.621.328,01-01-1968,0627.359.178
2.001.621.625,01-12-1967,0406.005.574
2.001.622.714,01-12-1967,0570.049.895
2.001.623.209,01-01-1968,0592.474.614
2.001.624.692,01-01-1968,0403.421.317
2.001.624.989,11-03-1993,0545.170.286
2.001.625.484,01-12-1967,0403.449.724
2.001.626.078,01-11-1967,0405.564.423
2.001.627.662,01-01-1968,0530.281.281
2.001.628.058,01-12-1967,0620.368.943
2.001.628.256,01-12-1967,0401.968.295
2.001.628.355,01-01-1968,0402.820.016
2.001.629.048,25-02-1985,0405.193.150
2.001.630.335,01-07-1983,0712.206.167
2.001.630.434,01-07-1983,0712.206.167
2.001.631.226,01-12-1967,0401.492.007
2.001.634.788,01-01-1968,0584.998.783
2.001.635.283,01-01-1968,0572.657.316
2.001.637.362,01-01-1968,0513.605.595
2.001.637.461,01-01-1968,0627.066.693
2.001.638.451,01-01-1968,0529.508.251
2.001.640.827,01-12-1967,0401.413.318
2.001.641.223,08-02-1982,0604.692.852
2.001.641.619,01-12-1967,0400.109.558
2.001.642.807,01-12-1967,0400.069.570
2.001.643.302,01-01-1968,0577.844.737
2.001.647.458,01-01-1968,0590.604.690
2.001.647.557,01-12-1973,0590.604.690
2.001.648.745,01-12-1967,0401.670.169
2.001.649.240,01-07-1967,0402.648.087
2.001.649.438,01-01-1968,0406.277.867
2.001.650.626,01-12-1966,0582.197.265
2.001.651.616,01-11-1967,0400.229.522
2.001.651.715,01-12-1967,0400.302.964
2.001.652.507,01-05-1973,0425.702.910
2.001.652.606,01-07-1983,0425.702.910
2.001.653.002,01-11-1962,0400.598.716
2.001.653.101,01-01-1968,0402.715.888
2.001.655.376,01-01-1968,0605.000.777
2.001.657.158,01-01-1968,0511.512.969
2.001.658.247,01-01-1968,0608.149.913
2.001.658.346,01-01-1968,0607.233.163
2.001.658.445,01-04-1968,0608.532.864
2.001.658.544,01-03-1966,0405.845.327
2.001.658.643,12-09-1996,0402.308.488
2.001.658.742,26-10-1967,0402.308.488
2.001.658.841,26-10-1967,0402.308.488
2.001.658.940,26-10-1967,0402.308.488
2.001.659.633,01-01-1968,0402.738.753
2.001.660.128,01-01-1968,0403.721.225
2.001.663.393,01-01-1968,0405.444.360
2.001.663.987,01-10-1966,0404.174.551
2.001.665.868,28-09-1967,0400.896.941
2.001.668.244,01-01-1968,0406.498.888
2.001.668.640,01-01-1968,0404.026.873
2.001.669.432,01-03-1968,0584.953.946
2.001.670.818,01-01-1968,0576.529.101
2.001.671.511,01-12-1967,0407.039.615
2.001.673.192,07-12-1999,0400.865.762
2.001.673.291,01-01-1968,0516.117.501
2.001.673.390,01-01-1968,0403.685.789
2.001.673.588,01-01-1968,0627.003.743
2.001.673.885,01-01-1968,0593.188.850
2.001.675.073,01-01-1968,0585.523.078
2.001.675.568,01-02-1968,0602.097.509
2.001.677.152,01-10-1971,0401.967.109
2.001.677.449,01-01-1968,0598.209.589
2.001.678.142,01-10-1967,0616.549.618
2.001.680.419,01-08-1967,0402.400.045
2.001.680.518,01-12-1967,0617.323.935
2.001.682.102,01-01-1968,0570.462.245
2.001.684.476,01-01-1967,0400.228.433
2.001.684.773,01-01-1968,0710.026.241
2.001.685.268,01-01-1968,0403.183.765
2.001.685.664,01-07-1968,0401.192.691
2.001.685.763,01-07-1968,0401.192.691
2.001.687.149,01-01-1968,0650.021.843
2.001.687.743,18-10-1984,0619.252.354
2.001.687.842,18-10-1984,0619.252.354
2.001.688.238,01-12-1967,0691.122.723
2.001.688.733,01-01-1968,0401.208.826
2.001.688.832,01-02-1968,0586.712.022
2.001.689.624,01-01-1968,0405.551.753
2.001.689.723,01-01-1968,0582.401.262
2.001.689.822,01-05-1984,0582.401.262
2.001.690.416,01-01-1968,0532.557.021
2.001.691.307,01-01-1968,0611.118.410
2.001.691.406,01-01-1968,0625.349.102
2.001.692.097,10-03-1977,0579.157.108
2.001.693.879,01-12-1967,0403.994.607
2.001.693.978,01-12-1967,0403.990.350
2.001.694.770,01-11-1967,0401.416.880
2.001.694.869,01-02-1968,0614.264.871
2.001.695.562,01-12-1967,0402.609.188
2.001.695.958,01-06-1968,0609.436.548
2.001.696.651,01-05-1967,0405.454.654
2.001.697.740,01-01-1967,0403.634.519
2.001.700.116,01-01-1968,0406.685.861
2.001.700.512,01-01-1968,0400.119.258
2.001.702.094,01-01-1968,0400.924.358
2.001.702.490,01-01-1968,0401.235.748
2.001.702.589,01-02-1968,0402.635.023
2.001.703.876,01-01-1958,0566.641.138
2.001.703.975,01-03-1989,0566.641.138
2.001.704.272,01-01-1968,0405.419.517
2.001.705.361,29-06-1987,0431.385.922
2.001.705.559,16-10-1983,0539.179.547
2.001.705.856,01-02-1968,0527.318.031
2.001.709.717,01-11-1967,0405.785.345
2.001.710.608,01-02-1968,0401.495.866
2.001.711.301,01-01-1968,0401.194.176
2.001.712.091,01-03-1983,0616.644.836
2.001.712.190,01-03-1968,0714.237.724
2.001.715.259,01-02-1968,0879.119.413
2.001.716.645,01-01-1968,0400.191.712
2.001.717.536,01-11-1967,0402.981.946
2.001.719.021,01-01-1968,0402.769.833
2.001.720.209,01-01-1968,0404.012.522
2.001.720.605,01-04-1968,0405.981.028
2.001.720.803,01-02-1968,0578.334.091
2.001.723.771,01-03-1968,0755.254.965
2.001.726.048,01-01-1968,0401.125.286
2.001.726.444,23-07-1998,0400.406.892
2.001.727.137,01-01-1968,0402.806.455
2.001.727.236,01-01-1968,0403.439.232
2.001.728.028,01-02-1968,0575.276.415
2.001.728.127,28-07-1998,0560.609.520
2.001.728.226,01-01-1968,0560.609.520
2.001.729.216,22-10-1996,0401.300.579
2.001.730.008,01-02-1968,0579.289.443
2.001.730.503,03-07-2002,0403.119.627
2.001.730.996,01-12-1967,0452.912.992
2.001.731.689,01-01-1985,0582.282.981
2.001.733.372,01-03-1968,0403.071.127
2.001.734.065,01-12-1967,0404.279.568
2.001.735.946,01-02-1958,0523.573.831
2.001.736.144,28-04-1980,0523.573.831
2.001.736.936,01-02-1968,0400.244.170
2.001.737.035,01-02-1967,0403.578.297
2.001.737.332,01-01-1968,0406.257.972
2.001.737.827,01-02-1968,0606.273.556
2.001.738.421,01-01-1968,0403.514.753
2.001.738.619,01-06-1967,0402.889.302
2.001.739.114,01-01-1968,0595.004.136
2.001.739.609,01-01-1968,0717.018.258
2.001.739.906,01-12-1967,0404.229.583
2.001.740.005,01-12-1967,0404.229.583
2.001.740.597,01-02-1968,0624.424.731
2.001.740.993,08-06-1998,0626.572.092
2.001.744.260,01-03-1968,0824.705.678
2.001.744.359,01-02-1968,0619.688.953
2.001.744.854,01-07-1968,0618.049.455
2.001.747.230,01-03-1968,0406.648.843
2.001.747.428,01-03-1968,0869.817.806
2.001.747.626,01-03-1968,0585.764.093
2.001.748.022,28-09-1994,0642.053.787
2.001.748.220,01-11-1967,0405.981.721
2.001.749.111,04-06-1996,0403.812.681
2.001.749.309,01-12-1971,0405.344.390
2.001.749.903,01-04-1968,0581.715.235
2.001.750.101,01-02-1968,0406.233.822
2.001.751.386,01-03-1968,0406.272.820
2.001.751.782,01-03-1968,0640.181.192
2.001.753.168,01-11-1967,0405.850.968
2.001.753.267,01-05-1980,0713.038.189
2.001.753.663,01-02-1968,0405.854.631
2.001.754.455,01-01-1968,0402.993.032
2.001.754.851,01-01-1968,0400.473.012
2.001.755.049,01-03-1968,0402.732.023
2.001.755.247,01-03-1968,0617.160.025
2.001.755.346,01-01-1968,0401.827.943
2.001.755.544,01-01-1968,0400.723.826
2.001.756.435,01-02-1968,0401.234.362
2.001.757.920,01-03-1968,0402.051.637
2.001.758.118,01-03-1968,0400.286.237
2.001.758.415,01-02-1968,0400.323.156
2.001.759.108,01-03-1968,0406.256.586
2.001.759.603,01-01-1968,0406.493.841
2.001.759.997,01-03-1968,0406.393.475
2.001.760.492,01-03-1968,0759.329.658
2.001.760.591,29-12-1997,0759.329.658
2.001.761.581,01-02-1968,0402.050.449
2.001.762.571,01-03-1968,0704.022.931
2.001.763.561,01-03-1968,0588.373.888
2.001.765.046,01-03-1968,0619.092.701
2.001.765.145,01-03-1968,0402.812.690
2.001.765.937,01-10-1967,0400.359.184
2.001.766.630,01-06-1967,0404.023.707
2.001.767.125,01-04-1968,0577.542.255
2.001.769.303,01-01-1968,0401.981.163
2.001.769.501,01-03-1968,0401.298.205
2.001.770.687,01-03-1968,0406.231.446
2.001.772.172,01-03-1968,0589.259.855
2.001.772.568,01-03-1968,0406.325.674
2.001.772.766,12-12-1990,0666.214.509
2.001.772.964,01-03-1968,0405.184.935
2.001.773.360,01-07-1968,0584.499.135
2.001.774.152,01-03-1968,0517.679.102
2.001.774.251,01-12-1974,0517.679.102
2.001.775.439,01-03-1968,0626.654.147
2.001.776.528,01-04-1968,0565.035.490
2.001.776.627,01-12-1973,0565.035.490
2.001.777.023,01-11-1967,0402.279.685
2.001.778.112,16-02-1985,0647.315.642
2.001.778.607,01-04-1965,0403.698.558
2.001.781.179,04-03-1991,0590.570.147
2.001.783.258,01-03-1968,0405.843.842
2.001.785.634,01-03-1968,0406.350.321
2.001.787.020,01-02-1968,0402.639.971
2.001.787.218,01-04-1968,0551.034.729
2.001.788.010,01-03-1968,0612.077.522
2.001.788.505,01-03-1968,0613.515.793
2.001.789.988,01-02-1968,0403.415.872
2.001.790.978,01-01-1968,0401.496.856
2.001.791.077,01-10-1967,0611.175.323
2.001.791.176,21-09-1982,0611.175.323
2.001.792.067,01-03-1968,0405.993.993
2.001.793.057,01-04-1968,0406.346.955
2.001.795.037,01-12-1967,0403.485.059
2.001.796.918,01-04-1968,0405.978.454
2.001.797.314,09-12-1987,0633.270.933
2.001.797.512,01-03-1968,0403.800.508
2.001.799.589,01-04-1968,0406.347.846
2.001.800.579,01-03-1968,0586.444.578
2.001.800.777,01-01-1985,0427.364.776
2.001.801.470,03-11-1978,0696.069.030
2.001.802.262,01-03-1968,0405.417.834
2.001.803.450,01-03-1968,0405.514.834
2.001.806.024,01-04-1968,0618.024.315
2.001.806.123,01-09-1967,0401.519.919
2.001.808.004,01-03-1968,0403.671.834
2.001.808.497,01-04-1968,0406.261.536
2.001.808.992,01-04-1968,0602.492.239
2.001.809.091,16-02-2000,0602.492.239
2.001.812.952,01-04-1968,0402.973.335
2.001.814.041,01-04-1968,0406.410.105
2.001.814.140,01-04-1968,0406.410.105
2.001.814.734,01-07-1968,0403.446.259
2.001.815.526,02-03-1995,0406.043.681
2.001.816.417,01-04-1968,0527.258.940
2.001.817.308,01-02-1968,0401.154.683
2.001.818.197,01-02-1968,0401.410.942
2.001.818.296,22-02-1991,0401.410.942
2.001.819.979,01-03-1968,0406.299.247
2.001.820.177,01-08-1965,0400.984.340
2.001.822.850,01-04-1968,0527.471.746
2.001.823.939,01-04-1968,0531.601.372
2.001.824.731,01-02-1968,0402.886.233
2.001.826.117,01-03-1968,0406.230.852
2.001.827.503,01-02-1968,0405.391.605
2.001.827.701,01-04-1968,0587.053.995
2.001.828.095,01-05-1968,0404.005.889
2.001.828.293,01-04-1968,0403.795.261
2.001.828.887,26-05-1976,0592.850.340
2.001.828.986,01-05-1968,0517.878.743
2.001.829.877,01-05-1968,0535.095.847
2.001.830.273,15-07-1979,0555.320.644
2.001.832.253,01-03-1986,0403.411.122
2.001.832.748,01-04-1968,0402.884.451
2.001.834.332,01-07-1967,0401.405.794
2.001.834.629,01-03-1968,0400.381.752
2.001.835.025,01-03-1962,0401.623.154
2.001.835.619,01-04-1968,0510.623.440
2.001.838.587,01-03-1968,0401.252.574
2.001.838.884,01-03-1968,0401.813.986
2.001.838.983,01-01-1968,0400.499.736
2.001.839.082,01-01-1968,0400.499.736
2.001.841.755,01-04-1968,0401.009.381
2.001.842.250,01-03-1968,0406.497.702
2.001.842.448,01-04-1968,0476.588.912
2.001.842.745,03-04-1992,0406.330.525
2.001.843.636,01-05-1968,0406.357.645
2.001.844.428,15-04-1988,0618.954.327
2.001.844.626,12-10-1981,0618.954.327
2.001.845.121,01-04-1968,0407.260.141
2.001.845.517,01-03-1968,0402.312.448
2.001.846.309,01-12-1962,0402.885.837
2.001.846.408,01-02-1968,0400.463.807
2.001.846.705,01-03-1968,0616.553.972
2.001.847.792,01-02-1968,0406.345.866
2.001.850.267,01-03-1968,0406.355.368
2.001.850.960,01-02-1966,0402.016.696
2.001.851.059,01-01-1968,0406.215.511
2.001.851.653,09-07-1990,0406.226.496
2.001.852.643,13-01-1982,0594.693.340
2.001.852.841,01-04-1968,0401.566.736
2.001.852.940,01-04-1968,0403.184.359
2.001.853.039,01-04-1968,0401.990.170
2.001.854.821,01-01-1967,0551.116.683
2.001.855.118,01-01-1968,0608.603.041
2.001.855.613,06-12-1995,0678.274.874
2.001.855.712,03-10-1978,0678.274.874
2.001.857.393,01-04-1968,0405.975.286
2.001.857.492,01-04-1968,0406.017.749
2.001.859.274,01-07-1968,0572.754.019
2.001.859.670,01-05-1968,0406.258.269
2.001.861.254,01-05-1968,0613.510.548
2.001.862.244,01-05-1968,0406.221.845
2.001.862.343,01-05-1968,0525.021.507
2.001.863.531,01-04-1968,0400.283.267
2.001.864.323,01-01-1968,0401.069.165
2.001.865.709,01-05-1968,0534.118.127
2.001.868.182,01-05-1968,0405.486.229
2.001.868.974,20-07-1993,0531.907.418
2.001.870.459,01-05-1968,0406.366.355
2.001.872.340,01-03-1968,0401.140.431
2.001.872.637,01-05-1968,0623.306.756
2.001.872.835,01-05-1968,0401.564.459
2.001.873.033,01-09-1969,0406.274.305
2.001.873.132,01-07-1968,0406.274.305
2.001.873.627,01-05-1968,0626.011.274
2.001.874.419,01-05-1968,0521.103.794
2.001.877.090,01-05-1968,0406.391.002
2.001.877.387,01-05-1968,0524.132.867
2.001.877.684,01-04-1968,0404.400.522
2.001.877.981,14-05-1968,0404.277.489
2.001.880.852,01-03-1968,0400.663.052
2.001.881.941,01-06-1968,0572.880.515
2.001.882.535,01-05-1968,0594.910.896
2.001.882.634,01-05-1968,0594.910.896
2.001.882.733,01-04-1968,0403.319.367
2.001.883.228,01-05-1968,0402.424.789
2.001.883.723,01-06-1968,0406.635.777
2.001.884.020,01-05-1968,0406.272.622
2.001.884.317,01-05-1968,0404.981.235
2.001.884.911,01-05-1968,0706.240.370
2.001.885.604,01-05-1968,0406.365.761
2.001.887.285,01-01-1966,0401.543.376
2.001.887.582,01-06-1968,0618.014.516
2.001.887.681,01-01-1968,0589.159.687
2.001.888.077,01-05-1968,0406.242.334
2.001.888.869,01-04-1968,0400.820.133
2.001.889.463,01-04-1968,0406.397.237
2.001.889.661,01-04-1968,0414.363.016
2.001.891.245,01-03-1968,0401.396.787
2.001.891.344,01-10-1968,0401.396.787
2.001.891.740,01-04-1968,0405.611.834
2.001.891.938,01-05-1968,0401.271.875
2.001.892.730,13-03-1998,0405.554.921
2.001.895.106,01-02-1968,0403.553.157
2.001.895.797,01-04-1968,0402.644.921
2.001.897.579,01-05-1968,0404.441.894
2.001.897.876,01-12-1967,0403.914.829
2.001.898.470,12-06-1985,0600.542.638
2.001.898.668,01-04-1968,0403.949.669
2.001.898.767,01-02-1968,0406.159.289
2.001.899.262,17-09-1986,0871.116.913
2.001.899.559,01-06-1968,0712.339.294
2.001.900.549,01-07-1968,0574.843.180
2.001.901.341,01-06-1968,0671.208.524
2.001.902.430,01-07-1967,0400.832.704
2.001.902.628,01-05-1968,0516.015.056
2.001.905.103,01-03-1972,0405.752.780
2.001.905.695,01-07-1968,0406.215.709
2.001.907.378,02-12-1987,0677.194.414
2.001.910.051,01-05-1968,0403.453.286
2.001.910.249,01-06-1968,0405.820.977
2.001.911.041,01-05-1968,0603.300.804
2.001.911.536,01-04-1968,0406.038.238
2.001.911.635,01-06-1968,0406.382.488
2.001.911.932,01-06-1968,0402.904.148
2.001.916.385,02-01-1987,0406.211.947
2.001.916.484,01-06-1968,0406.211.947
2.001.916.583,01-01-1978,0406.211.947
2.001.916.682,01-06-1968,0674.026.175
2.001.916.880,01-02-1968,0402.415.386
2.001.917.078,01-05-1968,0402.576.823
2.001.918.563,01-04-1968,0403.138.136
2.001.919.652,01-05-1983,0679.130.553
2.001.919.850,06-08-1998,0525.193.137
2.001.920.246,01-05-1968,0406.279.352
2.001.921.137,01-06-1968,0530.018.985
2.001.921.236,11-05-1981,0530.018.985
2.001.922.919,01-07-1968,0577.033.303
2.001.923.018,01-05-1968,0406.353.289
2.001.923.513,01-04-1968,0406.396.742
2.001.924.404,01-07-1968,0621.346.762
2.001.925.293,01-06-1968,0406.277.669
2.001.925.986,01-07-1968,0646.052.563
2.001.926.184,01-06-1968,0406.392.683
2.001.927.768,19-02-1991,0442.972.076
2.001.928.362,01-12-1960,0405.387.645
2.001.929.550,01-07-1968,0608.392.611
2.001.930.045,01-08-1968,0622.640.426
2.001.930.144,01-01-1980,0401.403.519
2.001.930.243,01-04-1968,0401.403.519
2.001.931.926,01-01-1968,0401.504.279
2.001.932.025,01-07-1968,0401.498.539
2.001.932.322,06-09-1988,0617.727.672
2.001.932.421,01-08-1968,0617.727.672
2.001.932.520,29-07-1996,0617.727.672
2.001.933.807,01-07-1968,0401.341.656
2.001.935.092,01-08-1961,0530.607.222
2.001.935.191,01-09-1971,0530.607.222
2.001.937.468,01-01-1969,0406.356.853
2.001.938.458,01-05-1968,0400.880.016
2.001.938.656,01-05-1968,0406.609.647
2.001.938.755,01-07-1968,0401.103.413
2.001.938.953,01-08-1968,0608.384.691
2.001.940.537,01-07-1968,0406.381.203
2.001.941.230,01-07-1968,0406.375.560
2.001.941.527,01-04-1968,0400.090.455
2.001.944.002,01-07-1968,0406.246.490
2.001.944.693,01-08-1968,0520.032.044
2.001.944.792,01-08-1968,0520.032.044
2.001.945.881,01-01-1980,0652.226.515
2.001.946.574,01-06-1968,0405.171.077
2.001.947.564,01-07-1968,0691.071.451
2.001.947.762,01-06-1968,0406.252.628
2.001.951.326,01-07-1968,0525.169.876
2.001.952.712,12-07-1968,0615.711.359
2.001.954.888,01-07-1968,0617.078.762
2.001.955.086,01-05-1968,0405.864.727
2.001.955.185,01-10-1967,0401.130.236
2.001.956.571,01-08-1968,0587.395.871
2.001.956.670,10-10-1983,0424.745.281
2.001.957.264,01-06-1975,0709.327.148
2.001.962.709,01-11-1968,0401.028.979
2.001.962.907,01-05-1968,0555.086.359
2.001.963.697,01-07-1968,0401.647.009
2.001.963.895,28-01-1991,0402.197.929
2.001.963.994,01-01-1968,0403.154.665
2.001.966.073,01-07-1968,0406.370.513
2.001.967.360,06-09-1993,0566.233.738
2.001.967.459,23-11-1995,0566.233.738
2.001.969.043,23-11-1979,0508.358.291
2.001.969.340,05-09-1995,0406.371.503
2.001.969.736,01-07-1968,0609.896.507
2.001.970.033,26-07-1968,0605.598.219
2.001.970.429,01-06-1968,0405.958.559
2.001.971.716,01-08-1968,0635.032.175
2.001.971.815,01-03-1979,0635.032.175
2.001.972.310,01-07-1968,0406.340.621
2.001.973.694,01-10-1967,0401.150.824
2.001.974.189,01-01-1969,0405.861.757
2.001.974.882,01-06-1968,0638.384.318
2.001.975.872,01-08-1968,0519.370.266
2.001.976.367,01-06-1968,0406.302.415
2.001.977.060,01-08-1968,0705.318.375
2.001.977.159,01-08-1968,0705.318.375
2.001.977.753,01-06-1968,0401.342.151
2.001.978.446,01-08-1968,0578.306.278
2.001.979.733,01-06-1968,0400.827.259
2.001.980.030,01-08-1968,0532.146.354
2.001.980.129,01-08-1968,0532.091.223
2.001.980.921,01-08-1968,0592.209.744
2.001.981.119,01-01-1968,0405.988.451
2.001.983.394,01-08-1968,0402.777.256
2.001.983.493,08-04-1977,0402.777.256
2.001.983.988,09-03-2001,0402.940.968
2.001.984.384,01-08-1968,0532.646.004
2.001.985.176,01-10-1968,0594.460.837
2.001.985.572,01-09-1968,0403.428.344
2.001.985.770,01-03-1968,0402.030.158
2.001.986.364,01-08-1968,0402.503.280
2.001.986.661,01-08-1968,0553.236.629
2.001.988.344,01-08-1968,0401.240.302
2.001.988.443,01-06-1968,0405.920.749
2.001.989.037,01-09-1968,0402.065.691
2.001.990.225,15-05-2001,0404.092.201
2.001.990.324,01-06-1968,0779.166.158
2.001.990.522,01-08-1968,0589.338.148
2.001.991.413,01-09-1968,0400.566.943
2.001.991.512,01-03-1968,0402.998.475
2.001.992.304,20-12-2000,0401.861.991
2.001.992.502,25-03-2002,0401.861.991
2.001.992.601,01-08-1968,0506.039.991
2.001.993.589,30-04-1991,0406.909.654
2.001.993.886,01-08-1968,0406.356.655
2.001.993.985,01-10-1972,0406.356.655
2.001.994.084,01-03-1968,0406.232.040
2.001.994.579,01-08-1968,0513.432.282
2.001.995.866,01-06-1968,0406.213.531
2.001.996.658,01-08-1968,0594.825.477
2.001.997.450,01-06-1968,0406.365.167
2.001.999.232,01-08-1968,0406.341.710
2.001.999.826,01-09-1968,0406.284.894
2.002.000.222,01-05-1968,0403.548.308
2.002.000.321,01-09-1968,0652.231.067
2.002.001.905,14-05-1985,0720.193.128
2.002.002.202,01-09-1968,0406.278.659
2.002.003.586,01-07-1968,0406.348.143
2.002.004.279,01-01-1968,0406.312.412
2.002.004.576,03-11-1980,0406.281.827
2.002.004.675,01-03-1968,0400.669.980
2.002.004.873,01-09-1968,0551.202.795
2.002.005.071,01-12-1943,0404.163.465
2.002.005.962,07-05-1999,0406.268.959
2.002.006.556,01-08-1968,0600.560.850
2.002.007.645,01-07-1968,0405.957.965
2.002.008.734,01-01-1954,0405.374.480
2.002.009.229,01-09-1968,0527.062.861
2.002.009.328,21-01-1994,0406.383.379
2.002.009.427,24-07-2001,0406.383.379
2.002.009.625,26-07-2001,0406.383.379
2.002.009.922,01-08-2001,0406.383.379
